date,unit_id,region,unit_type,month,year,trend,seasonal,covid,gdp_growth,rainfall_mm,infra_index,coal_price,interest_rate,capacity_util,clinker_ratio,clinker_volume,clinker_volume_lag1,clinker_volume_lag12,month_sin,month_cos
2018-03-01,GU_Central_1,Central,GU,3,2018,1.18,1.15,1.0,9.0,41.89868055149329,56.67155361565327,6649.3446291168075,7.500589106126353,66.52394731744802,0.7165,780853,518075.41183064604,550992.6874491108,1.0,6.123233995736766e-17
2018-04-01,GU_Central_1,Central,GU,4,2018,1.18,1.05,1.0,7.769527418991446,51.36173122938941,54.411910533683,6041.800399080772,5.651253420288943,77.26149678485133,0.7165,560746,780853.1047555964,554195.1824373472,0.8660254037844387,-0.4999999999999998
2018-05-01,GU_Central_1,Central,GU,5,2018,1.18,0.95,1.0,6.614357317466233,63.642846157036175,51.33359538901376,6622.392443574153,7.074987658737431,65.72823648379637,0.7165,451280,560745.8312695195,435922.56021426665,0.49999999999999994,-0.8660254037844387
2018-06-01,GU_Central_1,Central,GU,6,2018,1.18,0.72,1.0,9.0,121.79664603878955,57.72996253484842,5922.590224481695,5.992727265431361,65.34220884515237,0.7165,417809,451280.11590628757,327708.9994272038,1.2246467991473532e-16,-1.0
2018-07-01,GU_Central_1,Central,GU,7,2018,1.18,0.65,1.0,7.1590184102081835,183.0534724835975,55.143625710984104,6563.654752836176,6.189993004455379,55.77854931576834,0.7165,259319,417809.2535356656,265262.5344285247,-0.4999999999999997,-0.8660254037844388
2018-08-01,GU_Central_1,Central,GU,8,2018,1.18,0.68,1.0,6.584409084533179,174.16349634404085,56.55337896161227,6335.34638658283,5.42480863523891,66.11178976235412,0.7165,314983,259318.6210165427,274819.7633816273,-0.8660254037844385,-0.5000000000000004
2018-09-01,GU_Central_1,Central,GU,9,2018,1.18,0.82,1.0,7.332916076694046,239.44811136020886,46.697324970372094,5724.183655214517,4.945541716934872,65.07467104007718,0.7165,273578,314983.40157397714,278409.5454701589,-1.0,-1.8369701987210297e-16
2018-10-01,GU_Central_1,Central,GU,10,2018,1.18,1.02,1.0,6.382631312391328,164.5042968221507,54.49255863478824,6151.846457180635,6.274750629894169,62.77031520718186,0.7165,405401,273577.54055807076,380322.87042802793,-0.8660254037844386,0.5000000000000001
2018-11-01,GU_Central_1,Central,GU,11,2018,1.18,1.1,1.0,8.192038761927837,160.15714940124099,56.02647350913968,7329.200191335341,5.535214467111003,63.85288453176373,0.7165,555467,405400.84419990395,375913.47338350693,-0.5000000000000004,0.8660254037844384
2018-12-01,GU_Central_1,Central,GU,12,2018,1.18,1.15,1.0,6.833858113669606,147.63589920077905,58.600865926893974,6438.430840234616,7.042250942857629,64.12759770263129,0.7165,572827,555466.8234490047,516210.1753462988,-2.4492935982947064e-16,1.0
2019-01-01,GU_Central_1,Central,GU,1,2019,1.24,1.08,1.0,6.155018996114153,71.82320104760468,53.608544247546874,8355.202489523068,5.675137405183904,64.48028338827174,0.712,571873,572827.2658093189,544915.249582358,0.49999999999999994,0.8660254037844387
2019-02-01,GU_Central_1,Central,GU,2,2019,1.24,1.12,1.0,7.661334633997955,58.73636795213742,61.618343767583596,6670.233061556084,6.146872175159899,73.55885985250384,0.712,713447,571872.9627368203,518075.41183064604,0.8660254037844386,0.5000000000000001
2019-03-01,GU_Central_1,Central,GU,3,2019,1.24,1.15,1.0,7.2484318522114295,51.847914173330864,62.93314085710374,7657.83380669858,6.994020603132346,63.71655188877997,0.712,742350,713447.2576524239,780853.1047555964,1.0,6.123233995736766e-17
2019-04-01,GU_Central_1,Central,GU,4,2019,1.24,1.05,1.0,6.51870148708359,52.019218831619966,51.94813306816306,6179.548713686649,4.711763854574314,65.87725489541543,0.712,521901,742349.9542013347,560745.8312695195,0.8660254037844387,-0.4999999999999998
2019-05-01,GU_Central_1,Central,GU,5,2019,1.24,0.95,1.0,6.705048234496378,73.67579615140032,59.435773329609226,7319.894031788199,5.32030608916025,63.58439566645517,0.712,540589,521900.7734077509,451280.11590628757,0.49999999999999994,-0.8660254037844387
2019-06-01,GU_Central_1,Central,GU,6,2019,1.24,0.72,1.0,6.51470651675785,106.09070154689957,59.852862443022104,7604.047819942945,6.04470689965268,68.33372474657553,0.712,362605,540589.0850863683,417809.2535356656,1.2246467991473532e-16,-1.0
2019-07-01,GU_Central_1,Central,GU,7,2019,1.24,0.65,1.0,5.982613920299163,191.3104648803358,57.01897701204428,7697.050542748175,6.150019852658609,65.90705479988883,0.712,257472,362605.05220297526,259318.6210165427,-0.4999999999999997,-0.8660254037844388
2019-08-01,GU_Central_1,Central,GU,8,2019,1.24,0.68,1.0,6.496968006982655,225.53032320477723,56.52971661980113,6960.328623938665,6.782798001017861,64.08035770731807,0.712,286748,257471.54452690322,314983.40157397714,-0.8660254037844385,-0.5000000000000004
2019-09-01,GU_Central_1,Central,GU,9,2019,1.24,0.82,1.0,7.0890099505915325,243.47927368606025,60.003561739863464,7787.590689889382,6.593722503232479,57.496128216371275,0.712,368487,286747.8724168396,273577.54055807076,-1.0,-1.8369701987210297e-16
2019-10-01,GU_Central_1,Central,GU,10,2019,1.24,1.02,1.0,6.348605445225393,188.3496758403109,56.155054739768104,7079.828357979738,5.977546900584592,66.173232901155,0.712,434826,368486.5961190357,405400.84419990395,-0.8660254037844386,0.5000000000000001
2019-11-01,GU_Central_1,Central,GU,11,2019,1.24,1.1,1.0,7.003721156276328,184.90736659665055,57.348252014745704,7246.156236999273,6.142723736477804,63.961694905681,0.712,494493,434826.02722248633,555466.8234490047,-0.5000000000000004,0.8660254037844384
2019-12-01,GU_Central_1,Central,GU,12,2019,1.24,1.15,1.0,5.495997465892343,119.12089095973074,60.437304702471764,7125.005001289365,6.164860712792392,64.9570373724516,0.712,547216,494492.7854606169,572827.2658093189,-2.4492935982947064e-16,1.0
2020-01-01,GU_Central_1,Central,GU,1,2020,1.3,1.08,1.0,4.714667446845334,69.40333854069969,67.7621291509806,7781.44511519823,4.324230108260996,61.270168211018664,0.7075,664994,547216.2690662468,571872.9627368203,0.49999999999999994,0.8660254037844387
2020-02-01,GU_Central_1,Central,GU,2,2020,1.3,1.12,1.0,4.558155224291409,59.27036197824304,64.11395281762606,8999.194137367165,5.3748996181160305,71.73312869088079,0.7075,681503,664993.9633673393,713447.2576524239,0.8660254037844386,0.5000000000000001
2020-03-01,GU_Central_1,Central,GU,3,2020,1.3,1.15,1.0,4.761182182069291,49.80322166966923,62.900453486243535,8314.428340748915,5.698778574397673,69.42697270337548,0.7075,714672,681503.1378449722,742349.9542013347,1.0,6.123233995736766e-17
2020-04-01,GU_Central_1,Central,GU,4,2020,1.3,1.05,0.68,6.983957084267488,42.9535390141548,60.950807546017685,8782.113593424163,5.866840687028085,71.72282399056253,0.7075,464476,714672.2835521876,521900.7734077509,0.8660254037844387,-0.4999999999999998
2020-05-01,GU_Central_1,Central,GU,5,2020,1.3,0.95,0.68,6.310586379952611,67.52682844519197,59.46819987804683,8762.940381821849,4.760509247948672,70.58791720312382,0.7075,361092,464475.9117373152,540589.0850863683,0.49999999999999994,-0.8660254037844387
2020-06-01,GU_Central_1,Central,GU,6,2020,1.3,0.72,0.68,4.147032085798965,120.71967481614224,65.82873472450285,7857.247226604937,4.484961669976887,68.36926920850985,0.7075,252842,361092.104083561,362605.05220297526,1.2246467991473532e-16,-1.0
2020-07-01,GU_Central_1,Central,GU,7,2020,1.3,0.65,1.0,5.964337783910325,182.947086537784,62.03965044661935,8840.077584480001,5.312373925985535,61.43086996509423,0.7075,325777,252842.3269051997,257471.54452690322,-0.4999999999999997,-0.8660254037844388
2020-08-01,GU_Central_1,Central,GU,8,2020,1.3,0.68,1.0,4.970641053041895,157.09029211411215,65.95210982400019,8519.356732624974,7.073892888873195,73.37354865628744,0.7075,364392,325777.42647002003,286747.8724168396,-0.8660254037844385,-0.5000000000000004
2020-09-01,GU_Central_1,Central,GU,9,2020,1.3,0.82,1.0,4.6204783256543,206.81047210867715,61.51134436601362,7824.414484014979,4.844601989817065,62.289459396449956,0.7075,358791,364391.9615335742,368486.5961190357,-1.0,-1.8369701987210297e-16
2020-10-01,GU_Central_1,Central,GU,10,2020,1.3,1.02,1.0,3.656452469353171,172.51845023414182,60.55213401591696,8494.803197131456,6.439142597883848,64.92636950370016,0.7075,440776,358791.4361504008,434826.02722248633,-0.8660254037844386,0.5000000000000001
2020-11-01,GU_Central_1,Central,GU,11,2020,1.3,1.1,1.0,6.605642260804473,176.81989839580007,63.762396666482545,7832.484774837149,6.767791714436096,68.82760912250768,0.7075,603931,440775.8346445249,494492.7854606169,-0.5000000000000004,0.8660254037844384
2020-12-01,GU_Central_1,Central,GU,12,2020,1.3,1.15,1.0,3.8027040486196126,105.63803721307399,62.2703921821948,9015.726588618169,5.536373220986555,69.02616314874962,0.7075,574324,603930.6338526917,547216.2690662468,-2.4492935982947064e-16,1.0
2021-01-01,GU_Central_1,Central,GU,1,2021,1.3599999999999999,1.08,1.0,4.937644186388151,89.26163600329016,63.383414186167784,7553.383712187412,4.5561216522772385,69.08894690777824,0.703,668622,574324.4664524987,664993.9633673393,0.49999999999999994,0.8660254037844387
2021-02-01,GU_Central_1,Central,GU,2,2021,1.3599999999999999,1.12,1.0,3.864426505130157,49.514317647603164,72.45210498934554,7155.162823986503,5.51025565092658,65.19884607468364,0.703,767078,668622.4830059803,681503.1378449722,0.8660254037844386,0.5000000000000001
2021-03-01,GU_Central_1,Central,GU,3,2021,1.3599999999999999,1.15,1.0,5.931012736483909,34.37715685791375,65.11904867868509,7756.341305170202,5.255992233679597,64.3722734905781,0.703,751947,767078.3234240847,714672.2835521876,1.0,6.123233995736766e-17
2021-04-01,GU_Central_1,Central,GU,4,2021,1.3599999999999999,1.05,1.0,4.598777808423259,51.2025014625419,69.78277456352264,6475.285236855877,4.4127168158477525,76.93813027442454,0.703,791604,751946.6573473463,464475.9117373152,0.8660254037844387,-0.4999999999999998
2021-05-01,GU_Central_1,Central,GU,5,2021,1.3599999999999999,0.95,1.0,4.838644813375586,56.74432022613977,69.52556988818944,6849.97609191845,4.572957738902579,66.64274424600066,0.703,655799,791603.651066122,361092.104083561,0.49999999999999994,-0.8660254037844387
2021-06-01,GU_Central_1,Central,GU,6,2021,1.3599999999999999,0.72,1.0,4.879118884483961,109.93629770211109,63.22161170525693,7073.590802189302,5.462863881716265,66.15291446144465,0.703,397599,655799.3059112581,252842.3269051997,1.2246467991473532e-16,-1.0
2021-07-01,GU_Central_1,Central,GU,7,2021,1.3599999999999999,0.65,1.0,5.36308440192294,168.0976256877919,63.99283706615054,8193.237783613951,5.846752326534838,63.945774036244984,0.703,314050,397599.2084820874,325777.42647002003,-0.4999999999999997,-0.8660254037844388
2021-08-01,GU_Central_1,Central,GU,8,2021,1.3599999999999999,0.68,1.0,5.015605716779971,138.9778305051637,66.09547198089962,6705.462371579436,4.84176783894769,67.77868139628383,0.703,361311,314049.9678388536,364391.9615335742,-0.8660254037844385,-0.5000000000000004
2021-09-01,GU_Central_1,Central,GU,9,2021,1.3599999999999999,0.82,1.0,4.94807217324666,122.86589440683767,64.40306036626505,6418.892003189166,5.044693148089557,67.59209120231228,0.703,463626,361310.7612118631,358791.4361504008,-1.0,-1.8369701987210297e-16
2021-10-01,GU_Central_1,Central,GU,10,2021,1.3599999999999999,1.02,1.0,4.377917629694267,122.8620022132223,72.17936911563606,6537.206195448247,5.6349108564088635,66.73509516518281,0.703,699909,463626.2806772642,440775.8346445249,-0.8660254037844386,0.5000000000000001
2021-11-01,GU_Central_1,Central,GU,11,2021,1.3599999999999999,1.1,1.0,3.1103247519894883,191.8510853320089,66.39947308960447,7594.976818114989,4.962010492660851,68.32690658715154,0.703,509735,699908.9900230883,603930.6338526917,-0.5000000000000004,0.8660254037844384
2021-12-01,GU_Central_1,Central,GU,12,2021,1.3599999999999999,1.15,1.0,3.6577388485497737,118.61833777027088,69.66924712844221,6919.793155229983,4.860538421363292,73.85415000976941,0.703,728772,509735.1758464536,574324.4664524987,-2.4492935982947064e-16,1.0
2022-01-01,GU_Central_1,Central,GU,1,2022,1.42,1.08,1.0,6.301515514636954,73.61041527191375,73.04091216700061,8088.411001033775,4.0957273442182185,65.21978917483641,0.6985,803361,728772.2446794978,668622.4830059803,0.49999999999999994,0.8660254037844387
2022-02-01,GU_Central_1,Central,GU,2,2022,1.42,1.12,1.0,5.072356472228622,57.90841680011215,72.29206734698906,8503.27468875317,4.081852301300774,67.77233496880848,0.6985,760602,803361.4966004727,767078.3234240847,0.8660254037844386,0.5000000000000001
2022-03-01,GU_Central_1,Central,GU,3,2022,1.42,1.15,1.0,4.642528094953203,37.57330190518533,71.62096363221876,8088.8619174185915,6.835106206578605,65.00860618979777,0.6985,829221,760601.992833682,751946.6573473463,1.0,6.123233995736766e-17
2022-04-01,GU_Central_1,Central,GU,4,2022,1.42,1.05,1.0,3.752466054918525,52.7603439920522,75.2113921233661,8251.865972028276,4.543038671936734,68.7787934433025,0.6985,706623,829220.6562411397,791603.651066122,0.8660254037844387,-0.4999999999999998
2022-05-01,GU_Central_1,Central,GU,5,2022,1.42,0.95,1.0,3.3757632601117566,80.30906421107915,69.02472107999495,8400.846816424015,5.792046657209779,65.32612199450232,0.6985,570347,706622.6138472914,655799.3059112581,0.49999999999999994,-0.8660254037844387
2022-06-01,GU_Central_1,Central,GU,6,2022,1.42,0.72,1.0,4.595491572066341,111.5220104264464,76.67900593136976,7966.195623617555,6.047194670015256,65.49822803426324,0.6985,470356,570346.6329461372,397599.2084820874,1.2246467991473532e-16,-1.0
2022-07-01,GU_Central_1,Central,GU,7,2022,1.42,0.65,1.0,6.505003253074488,167.05950121333854,67.63833045848772,8085.157323031294,4.553134168405472,61.76190650377749,0.6985,347954,470356.3046047728,314049.9678388536,-0.4999999999999997,-0.8660254037844388
2022-08-01,GU_Central_1,Central,GU,8,2022,1.42,0.68,1.0,4.770855595873397,211.23670062645246,73.84453517686727,8268.879931044106,4.994743846747815,67.9911791312787,0.6985,410193,347953.77585396776,361310.7612118631,-0.8660254037844385,-0.5000000000000004
2022-09-01,GU_Central_1,Central,GU,9,2022,1.42,0.82,1.0,5.919922458509916,194.45280148949035,67.28450842018066,8550.680672873601,4.781982785626425,69.3190784876199,0.6985,457151,410193.31705199357,463626.2806772642,-1.0,-1.8369701987210297e-16
2022-10-01,GU_Central_1,Central,GU,10,2022,1.42,1.02,1.0,4.71566803294263,176.20579807149525,70.55288334331912,7803.433831118359,3.410254119473058,75.04190541276918,0.6985,563029,457150.7672896474,699908.9900230883,-0.8660254037844386,0.5000000000000001
2022-11-01,GU_Central_1,Central,GU,11,2022,1.42,1.1,1.0,6.205979863454798,151.7797022080131,71.7799298141829,6800.740835176251,3.4584215902014694,69.47800992475938,0.6985,725785,563028.8751132895,509735.1758464536,-0.5000000000000004,0.8660254037844384
2022-12-01,GU_Central_1,Central,GU,12,2022,1.42,1.15,1.0,5.017238866049776,78.63757440985684,70.03991395351146,8465.812417223193,4.739078773523418,65.80126350681071,0.6985,746392,725785.3627521654,728772.2446794978,-2.4492935982947064e-16,1.0
2023-01-01,GU_Central_1,Central,GU,1,2023,1.48,1.08,1.0,5.021738905339404,83.39671455810695,75.45499129114933,9550.292486465054,3.960069169113123,62.96128364925565,0.694,678344,746391.5423940866,803361.4966004727,0.49999999999999994,0.8660254037844387
2023-02-01,GU_Central_1,Central,GU,2,2023,1.48,1.12,1.0,6.1772563185206675,41.51941760265058,71.83908865620762,9222.835695986094,5.813264270714872,63.51485197733809,0.694,1039269,678344.0339712091,760601.992833682,0.8660254037844386,0.5000000000000001
2023-03-01,GU_Central_1,Central,GU,3,2023,1.48,1.15,1.0,8.700800501936488,43.77831234471355,73.03764859382935,9253.552271557957,4.110741649044305,63.217486642112114,0.694,1019839,1039268.8995892694,829220.6562411397,1.0,6.123233995736766e-17
2023-04-01,GU_Central_1,Central,GU,4,2023,1.48,1.05,1.0,8.647861178661024,50.030048704679615,77.49479412158765,8878.88087066444,5.8607431976545,75.91216814179754,0.694,931033,1019839.1237658517,706622.6138472914,0.8660254037844387,-0.4999999999999998
2023-05-01,GU_Central_1,Central,GU,5,2023,1.48,0.95,1.0,7.083839963335238,81.2614531583653,76.08901547493234,9357.902862718232,3.9188868830915644,69.55124198770548,0.694,682086,931032.8207725128,570346.6329461372,0.49999999999999994,-0.8660254037844387
2023-06-01,GU_Central_1,Central,GU,6,2023,1.48,0.72,1.0,6.335529421503557,132.60592507091164,73.92841592253548,9516.7453918854,5.829760336487147,66.06813512295244,0.694,459108,682085.6073897784,470356.3046047728,1.2246467991473532e-16,-1.0
2023-07-01,GU_Central_1,Central,GU,7,2023,1.48,0.65,1.0,6.8646821625141,137.76342960781756,79.97283328938902,9158.243676665834,4.705139597557877,64.56056157938694,0.694,534643,459107.59875409596,347953.77585396776,-0.4999999999999997,-0.8660254037844388
2023-08-01,GU_Central_1,Central,GU,8,2023,1.48,0.68,1.0,6.8802228064799476,199.76584667006978,72.34020730002935,10253.882071530785,4.750633516616958,64.97556863842432,0.694,448258,534642.5976320008,410193.31705199357,-0.8660254037844385,-0.5000000000000004
2023-09-01,GU_Central_1,Central,GU,9,2023,1.48,0.82,1.0,6.452135897159478,208.02863157687997,74.91522860240781,8429.136833575394,3.89058883461308,65.96280242197449,0.694,534944,448257.9842739485,457150.7672896474,-1.0,-1.8369701987210297e-16
2023-10-01,GU_Central_1,Central,GU,10,2023,1.48,1.02,1.0,7.0291328239071404,184.03567857277164,74.48303116546458,9206.153074912872,4.761533744322951,73.66502086502061,0.694,628159,534943.6507132953,563028.8751132895,-0.8660254037844386,0.5000000000000001
2023-11-01,GU_Central_1,Central,GU,11,2023,1.48,1.1,1.0,6.749872234584276,137.72353118167507,77.84511288328314,8604.361489984723,5.654170746465001,68.280226211769,0.694,881832,628159.0963832032,725785.3627521654,-0.5000000000000004,0.8660254037844384
2023-12-01,GU_Central_1,Central,GU,12,2023,1.48,1.15,1.0,6.1208331375628235,130.71429055299296,76.14449107341159,9528.750988808117,4.1841380047518895,62.61013433090421,0.694,835849,881832.1241252995,746391.5423940866,-2.4492935982947064e-16,1.0
